Suburb,Postcode,Longitude,Latitude
COLO,2756,149.25,-33.76666641
COLO,2795,149.25,-33.76666641
COLO HEIGHTS,2756,150.71665955,-33.34999847
COLO VALE,2575,150.4833374,-34.40000153
COLYTON,2760,150.81666565,-33.78333282
COMARA,2440,152.3666687,-30.78333282
COMBANING,2666,147.68333435,-34.45000076
COMBARA,2829,148.3666687,-31.13333321
COMBO,2330,151.18333435,-32.54999924
COMBOYNE,2429,152.46665955,-31.60000038
COME BY CHANCE,2832,148.46665955,-30.33333397
COMERONG ISLAND,2540,150.7333374,-34.86666489
COMLEROY,2758,150.69999695,-33.53333282
COMMISSIONERS CREEK,2484,153.31666565,-28.48333359
COMMISSIONERS WATERS,2350,151.68333435,-30.5
COMO,2226,151.06666565,-34
COMOBELLA,2820,148.94999695,-32.34999847
CONARGO,2710,145.16667175,-35.29999924
CONCORD,2137,151.08332825,-33.84999847
CONCORD WEST,2138,151.08332825,-33.83333206
CONDELL PARK,2200,151,-33.91666794
CONDOBOLIN,2877,147.1499939,-33.06666565
CONDONG,2484,153.43333435,-28.31666756
CONEAC,2422,151.81666565,-31.83333397
CONGARINNI,2447,152.8666687,-30.75
CONGARINNI NORTH,2447,152.8789978,-30.67099953
CONGEWAI,2325,151.33332825,-32.98333359
CONGO,2537,150.16667175,-35.94833374
CONIMBIA,2829,148,-30.66666603
CONISTON,2500,150.8666687,-34.43333435
CONJOLA,2539,150.43333435,-35.21666718
CONJOLA PARK,2539,150.43333435,-35.25
CONNELLS POINT,2221,151.08332825,-34
CONOBLE,2878,144.69999695,-32.96666718
CONSTITUTION HILL,2145,150.96777344,-33.78329086
COOBA,2663,147.8833313,-34.95000076
COOBOOL,2734,143.7333374,-35.21666718
COOCOOBOONAH,2380,150.1416626,-30.98999977
COOERWULL,2790,150.1333313,-33.48333359
COOGEE,2034,151.2333374,-33.91666794
COOKAMIDGERA,2870,148.30000305,-33.20000076
COOKARDINIA,2650,147.21665955,-35.54999924
COOKS GAP,2850,149.69999695,-32.36666489
COOKS HILL,2300,151.7666626,-32.93333435
COOKS MYALLS,2870,147.9833374,-33
COOLABAH,2831,146.69999695,-31
COOLAC,2727,148.16667175,-34.93333435
COOLAGOLITE,2550,149.91667175,-36.38333511
COOLAH,2843,149.71665955,-31.83333397
COOLAMON,2701,147.19999695,-34.83333206
COOLANESS,2470,153.1000061,-28.81666756
COOLANGATTA,2535,150.71665955,-34.86500168
COOLANGUBRA,2550,149.46665955,-36.98333359
COOLATAI,2402,150.7333374,-29.25
COOLEYS CREEK,2729,148.09165955,-35.34166718
COOLGARDIE,2478,153.44999695,-28.89999962
COOLONGOLOOK,2423,152.33332825,-32.20000076
COOLRINGDON,2630,148.9833374,-36.25
COOLUMBOOKA,2632,149.33332825,-36.91666794
COOMA,2630,149.1166687,-36.23333359
COOMBA,2428,152.44999695,-32.25
COOMBA BAY,2428,152.44200134,-32.26900101
COOMBA PARK,2428,152.45700073,-32.23799896
COOMBADJHA,2460,152.5166626,-29.33333397
COOMBELL,2470,152.9833374,-29.01666641
COOMOO COOMOO,2343,150.1166687,-31.56666756
COONABARABRAN,2357,149.2666626,-31.26666641
COONAMBLE,2829,148.3666687,-30.93333244
COONERANG,2630,149.19999695,-36.41666794
COONGBAR,2469,152.68333435,-29.10000038
COONONG,2645,146.1166687,-35.11666489
COOPERABUNG,2441,152.78334045,-31.26666641
COOPERNOOK,2426,152.6000061,-31.83333397
COOPERS GULLY,2550,149.78334045,-36.63333511
COOPERS SHOOT,2479,153.58332825,-28.66666603
COOPLACURRIPA,2424,151.91667175,-31.56666756
COORABELL,2479,153.5,-28.61666679
COORANBONG,2265,151.44999695,-33.06666565
COOTAMUNDRA,2590,148.03334045,-34.65000153
COOTRALANTRA,2628,148.8666687,-36.25
COOYAL,2850,149.75,-32.43333435
COPACABANA,2251,151.43333435,-33.48333359
COPE,2852,149.6333313,-32.26666641
COPELAND,2422,151.83332825,-32
COPETON,2360,150.91667175,-29.95000076
COPI HOLLOW,2879,142.3666687,-32.21666718
COPMANHURST,2460,152.78334045,-29.58333397
COPPABELLA,2644,147.71665955,-35.71666718
COPPERHANNIA,2795,149.19999695,-33.86666489
CORAKI,2471,153.28334045,-29
CORALVILLE,2443,152.69999695,-31.76666641
CORAMBA,2450,153.0166626,-30.21666718
CORANG,2622,150.0166626,-35.16666794
CORANGULA,2440,152.66667175,-31
CORBIE HILL,2705,146.44999695,-34.56666565
CORDEAUX,2526,150.7666626,-34.38333511
CORDEAUX HEIGHTS,2526,150.83332825,-34.43333435
COREE,2710,145.43333435,-35.34999847
COREE SOUTH,2716,145.55000305,-35.5
COREEN,2646,146.3500061,-35.73333359
CORINDI BEACH,2456,153.19999695,-30.03333282
CORINELLA,2871,147.5166626,-33.41666794
CORLETTE,2315,152.1000061,-32.71666718
CORNALLA,2710,145.05000305,-35.68333435
CORNDALE,2480,153.3666687,-28.70000076
CORNEY TOWN,2790,150.16667175,-33.46666718
CORNWALLIS,2756,150.80000305,-33.58333206
COROBIMILLA,2700,146.41667175,-34.86666489
COROWA,2646,146.3833313,-36
CORRIMAL,2518,150.8999939,-34.36666489
CORROBOREE FLAT,2422,151.75,-31.64999962
CORROWONG,2633,148.83332825,-36.90000153
CORUNNA,2546,150.1000061,-36.26666641
COTTAGE POINT,2084,151.19999695,-33.61666489
COTTAWALLA,2583,149.5166626,-34.46666718
COTTEE,2701,147.1000061,-34.95000076
COUGAL,2474,152.96665955,-28.35000038
COUNTEGANY,2630,149.44999695,-36.16666794
COURABYRA,2653,148.03334045,-35.65000153
COURADDA,2390,149.96665955,-30.01666641
COURIDJAH,2571,150.55000305,-34.23333359
COURSING PARK,2650,147.3666687,-34.93333435
COUTTS CROSSING,2460,152.8833313,-29.83333397
COW FLAT,2795,149.5166626,-33.54999924
COWABBIE,2663,146.96665955,-34.59999847
COWAN,2081,151.16667175,-33.58333206
COWPER,2460,153.06666565,-29.56666756
COWRA,2794,148.68333435,-33.81666565
COXS CREEK,2849,150.1166687,-32.71666718
COXS CROWN,2849,150.05000305,-32.73333359
CRABBES CREEK,2483,153.4833374,-28.45000076
CRABOON,2844,149.46665955,-32.03333282
CRACKENBACK,2627,148.5,-36.43333435
CRAIGIE,2632,149.05000305,-37.06666565
CRANBURY,2800,148.6333313,-33.38333511
CRANEBROOK,2749,150.69999695,-33.71666718
CRANGAN BAY,2259,151.58332825,-33.16666794
CRAVEN,2422,151.94999695,-32.15000153
CRAVEN PLATEAU,2422,151.7666626,-31.85000038
CRAWFORD RIVER,2423,152.1166687,-32.40000153
CRAWNEY,2338,151.06666565,-31.63333321
CREEWAH,2631,149.3666687,-36.73333359
CREMORNE,2090,151.21665955,-33.81666565
CREMORNE JUNCTION,2090,151.21665955,-33.81499863
CREMORNE POINT,2090,151.21665955,-33.81666565
CRESCENT HEAD,2440,152.97666931,-31.19000053
CRESTWOOD,2153,150.96665955,-33.73333359
CRESTWOOD,2620,149.21800232,-35.34600067
CRINGILA,2502,150.8666687,-34.46666718
CROKI,2430,152.6000061,-31.85000038
CROMER,2099,151.2666626,-33.73333359
CROMER HEIGHTS,2099,151.25,-33.71666718
CRONULLA,2230,151.1499939,-34.04999924
CROOBLE,2400,150.25,-29.26666641
CROOKED CORNER,2583,149.30000305,-34.23333359
CROOKHAVEN,2540,150.7666626,-34.8983345
CROOKWELL,2583,149.46665955,-34.45000076
CROOM,2527,150.81666565,-34.58333206
CROPPA CREEK,2411,150.30000305,-29.11666679
CROSS ROADS,2850,149.69999695,-32.5
CROSSLANDS,2446,152.69999695,-31.41666603
CROSSMAGLEN,2441,152.9833374,-30.36666679
CROUDACE BAY,2280,151.64300537,-33.00400162
CROW MOUNTAIN,2346,150.7666626,-30.45000076
CROWDY HEAD,2427,152.75,-31.85000038
CROWS NEST,2065,151.18333435,-33.81666565
CROWTHER,2803,148.5,-34.09999847
CROWTHER ISLAND,2460,152.91667175,-29.61666679
CROYDON,2132,151.1166687,-33.88333511
CROYDON PARK,2133,151.1000061,-33.90000153
CRUDINE,2795,149.69999695,-32.91666794
CRYON,2832,148.6166687,-30
CRYSTAL CREEK,2484,153.31666565,-28.31666756
CUBBA,2835,145.28334045,-31.41666603
CUDAL,2864,148.7333374,-33.28333282
CUDGEGONG,2850,149.81666565,-32.78333282
CUDGEL,2700,146.43333435,-34.66666794
CUDGEN,2487,153.55000305,-28.28333282
CUDGERA CREEK,2484,153.5166626,-28.38333321
CUDMIRRAH,2540,150.56666565,-35.20000076
CULBURRA BEACH,2540,150.75,-34.93333435
CULCAIRN,2660,147.03334045,-35.66666794
CULLARIN,2581,149.3999939,-34.76666641
CULLEN BULLEN,2790,150.03334045,-33.29999924
CULLENBONE,2850,149.5,-32.48333359
CULLERIN,2581,149.3500061,-34.76666641
CULLINGA,2588,148.16667175,-34.59999847
CULLYA,2800,149.1000061,-33.18333435
CULMARAN CREEK,2469,152.66667175,-28.86666679
CUMBALUM,2478,153.53334045,-28.81666756
CUMBANDRY,2852,149.6000061,-32.34999847
CUMBERLAND REACH,2756,135.745,-25.335
CUMBIJOWA,2871,148.16667175,-33.41666794
CUMBO,2850,149.80000305,-32.40000153
CUMBOOGLE,2830,148.58332825,-32.31666565
CUMBORAH,2832,147.78334045,-29.73333359
CUMNOCK,2867,148.75,-32.90000153
CUNDLE FLAT,2424,152.0166626,-31.83333397
CUNDLETOWN,2430,152.5166626,-31.88333321
CUNDUMBUL,2866,148.8999939,-32.81666565
CUNJURONG,2539,150.5166626,-35.26666641
CUNJURONG POINT,2539,150.5059967,-35.26499939
CUNNINGAR,2587,148.41667175,-34.54999924
CUNNINYEUK,2734,143.8999939,-35.23333359
CURBAN,2827,148.58332825,-31.53333282
CURL CURL,2096,151.28334045,-33.76666641
CURLEWIS,2381,150.2666626,-31.11666679
CURLWAA,2648,141.96665955,-34.09999847
CURRA CREEK,2820,148.81666565,-32.68333435
CURRABUBULA,2342,150.7333374,-31.26666641
CURRAGH,2795,149.19999695,-33.95000076
CURRAMORE,2533,150.75,-34.61666489
CURRANS HILL,2567,150.75,-34.03333282
CURRARONG,2540,150.81666565,-35.01666641
CURRAWANANNA,2650,147.06666565,-35
CURRAWANG,2580,149.5166626,-34.95000076
CURRAWARNA,2650,147.06666565,-35
CURRAWONG BEACH,2108,151.30000305,-33.58333206
CURRICABARK,2422,151.66667175,-31.75
CURROWAN,2536,150.16667175,-35.58166504
CUTTABRI,2388,149.21665955,-30.31666756
CUTTAGEE,2546,150.04833984,-36.49000168
DABEE,2849,150.0166626,-32.76666641
DACEYVILLE,2032,151.21665955,-33.93333435
DAIRY FLAT,2474,152.69999695,-28.36666679
DAIRYMANS PLAINS,2630,149.05000305,-36.20000076
DAIRYVILLE,2450,152.96665955,-30.25
DALEYS POINT,2257,151.3500061,-33.5
DALGETY,2628,148.83332825,-36.5
DALMAN,2476,152.5166626,-28.35000038
DALMENY,2546,150.1333313,-36.16666794
DALMORTON,2460,152.44999695,-29.85000038
DALSWINTON,2328,150.69999695,-32.40000153
DALTON,2581,149.18333435,-34.71666718
DALWOOD,2335,151.41667175,-32.62333298
DALWOOD,2477,153.41000366,-28.89333344
DANDALOO,2823,147.6333313,-32.25
DANGAR,2309,151.2333374,-33.53333282
DANGAR ISLAND,2083,151.2333374,-33.53333282
DANGARFIELD,2336,150.9833374,-32.15000153
DANGARSLEIGH,2350,151.68333435,-30.60000038
DANGELONG,2630,149.30000305,-36.36666489
DAPTO,2530,150.78334045,-34.5
DARAWANK,2428,152.4833374,-32.09999847
DARBALARA,2722,148.19999695,-35.01666641
DARBYS FALLS,2793,148.8500061,-33.91666794
DARETON,2717,142.03334045,-34.08333206
DARGAN,2786,150.25,-33.48333359
DARK CORNER,2795,149.8833313,-33.29999924
DARKES FOREST,2508,150.8999939,-34.23333359
DARKWOOD,2454,152.6499939,-30.43333244
DARLING ISLAND,2009,151.18333435,-33.84999847
DARLING POINT,2027,151.2333374,-33.86666489
DARLINGHURST,2010,151.21665955,-33.88333511
DARLINGTON,2008,151.20100403,-33.89799881
DARLINGTON,2330,151.16799927,-32.55699921
DARLINGTON POINT,2706,146,-34.56666565
DARLOW,2729,147.91667175,-35.36666489
DARNICK,2878,143.6333313,-32.84999847
DAROOBALGIE,2870,148.05000305,-33.31666565
DARTBROOK,2336,150.8500061,-32.15000153
DARUKA,2340,150.96665955,-31.03333282
DAVIDSON,2085,151.19999695,-33.71666718
DAVIS CREEK,2336,151.1499939,-32.16666794
DAVISTOWN,2251,151.3500061,-33.48333359
DAWES POINT,2000,151.19999695,-33.84999847
DAWSONS HILL,2330,151.20166016,-32.31499863
DAYSDALE,2646,146.30000305,-35.65000153
DEAN PARK,2761,150.8500061,-33.73333359
DEAUVILLE,2443,152.80000305,-31.64999962
DEE WHY,2099,151.30099487,-33.76499939
DEE WHY BEACH,2099,151.28334045,-33.75
DEEP CREEK,2440,152.69999695,-30.95000076
DEEP CREEK,2469,152.69999695,-30.95000076
DEEPWATER,2371,151.8500061,-29.43333244
DEER VALE,2453,152.55000305,-30.33333397
DELEGATE,2633,148.93333435,-37.04999924
DELROY GARDENS,2830,148.56666565,-32.23333359
DELUNGRA,2403,150.81666565,-29.64999962
DEMONDRILLE,2587,148.31666565,-34.51666641
DENHAM COURT,2565,150.81666565,-34
DENHAMS BEACH,2536,150.21166992,-35.74833298
DENILIQUIN,2710,144.93333435,-35.53333282
DENISTONE,2114,151.06666565,-33.79999924
DENISTONE EAST,2112,151.08332825,-33.79999924
DENISTONE WEST,2114,151.07666016,-33.80333328
DENMAN,2328,150.68333435,-32.38333511
DEPOT BEACH,2536,150.32200623,-35.61000061
DERRIWONG,2877,147.33332825,-33.09999847
DEUA,2537,149.81333923,-35.92333221
DEUA RIVER VALLEY,2537,149.91499329,-35.78833389
DEVILS HOLE,2550,149.6499939,-36.86666489
DEWITT,2422,151.7666626,-31.79999924
DHARRUK,2770,150.81666565,-33.75
DHURAGOON,2733,144.1000061,-35.20000076
DIAMOND BAY,2030,151.28334045,-33.84999847
DIAMOND BEACH,2430,152.53334045,-32.03333282
DIAMOND HEAD,2443,152.78334045,-31.68333244
DICKS HILL,2443,152.81666565,-31.64999962
DICKYGUNDI,2830,148.44999695,-32.18333435
DIEHARD,2370,152.08332825,-29.71666718
DIGGERS CAMP,2460,153.28334045,-29.79999924
DIGGERS CAMP,2462,153.28334045,-29.79999924
DIGNAMS CREEK,2546,149.9833374,-36.34833145
DILKOON,2460,153,-29.48333359
DILPURRA,2734,143.68333435,-35.15000153
DINGADEE,2420,151.78334045,-32.34999847
DINGO FOREST,2429,152.1333313,-31.68333244
DINOGA,2404,150.58332825,-29.98333359
DIRNASEER,2666,147.75,-34.59999847
DIRTY CREEK,2460,153.1333313,-29.96666718
DOBIES BIGHT,2470,152.93333435,-28.81666756
DOBROYD POINT,2045,151.1499939,-33.88333511
DOCTOR GEORGE MOUNTAIN,2550,149.89666748,-36.66166687
DODSWORTH,2620,144.25,-35.33333206
DOG ROCKS,2795,149.56666565,-33.71666718
DOG TRAP CROSSING,2582,148.93333435,-35.06666565
DOLANS BAY,2229,151.1333313,-34.06666565
DOLLS POINT,2219,151.1333313,-33.98333359
DOLLYS FLAT,2429,152.31799316,-31.84799957
DOLPHIN POINT,2539,150.44999695,-35.38333511
DONALD CREEK,2350,151.75,-30.45000076
DONDINGALONG,2440,152.7333374,-31.10000038
DONNELLYVILLE,2447,152.91667175,-30.75
DONOVANS FOREST,2250,151.16667175,-33.36666489
DOON AYRE,2422,152.08332825,-31.88333321
DOON DOON,2484,153.28334045,-28.5
DOONSIDE,2767,150.8666687,-33.76666641
DOORALONG,2259,151.3500061,-33.18333435
DORA CREEK,2264,151.5,-33.08333206
DORRIGO,2453,152.71665955,-30.33333397
DORROUGHBY,2480,153.3500061,-28.66666603
DOUBLE BAY,2028,151.2333374,-33.86666489
DOUBTFUL CREEK,2470,152.91667175,-28.75
DOUGLAS PARK,2569,150.69999695,-34.18333435
DOVER HEIGHTS,2030,151.28334045,-33.86666489
DOWNSIDE,2650,147.3500061,-35
DOYALSON,2262,151.5166626,-33.20000076
DOYLES CREEK,2330,150.78334045,-32.53333282
DOYLES RIVER,2446,152.1166687,-31.43333244
DRAKE,2469,152.3666687,-28.91666603
DRILDOOL,2386,149.05000305,-30.29999924
DRIPSTONE,2820,148.9833374,-32.63333511
DRUMMOYNE,2047,151.1499939,-33.84999847
DRY CREEK,2337,150.80000305,-31.85000038
DRY PLAIN,2630,148.93333435,-36.06666565
DUBBO,2830,148.6000061,-32.25
DUCK CREEK,2469,152.53334045,-28.71666718
DUCKENFIELD,2321,151.68333435,-32.71666718
DUCKMALOI,2787,149.96665955,-33.68333435
DUDLEY,2290,151.71665955,-32.98333359
DUFFYS FOREST,2084,151.18333435,-33.66666794
DULGUIGAN,2484,153.41667175,-28.26666641
DULWICH HILL,2203,151.1333313,-33.90000153
DUM DUM,2484,153.3500061,-28.36666679
DUMARESQ,2350,151.56666565,-30.43333244
DUMARESQ ISLAND,2430,152.5,-31.89999962
DUMBUDGERY,2460,152.5166626,-29.28333282
DUNBIBLE,2484,153.3833313,-28.38333321
DUNBOGAN,2443,152.81666565,-31.64999962
DUNDAS,2117,151.03334045,-33.79999924
DUNDAS VALLEY,2117,151.06666565,-33.78333282
DUNDEE,2370,151.8500061,-29.56666756
DUNDURRABIN,2453,152.55000305,-30.20000076
DUNEDOO,2844,149.3833313,-32.01666641
DUNGARUBBA,2480,153.3833313,-28.98333359
DUNGAY,2484,153.3500061,-28.28333282
DUNGEREE,2849,149.8500061,-32.63333511
DUNGOG,2420,151.75166321,-32.3983345
DUNGOWAN,2340,151.1166687,-31.21666718
DUNKELD,2795,149.4833374,-33.40000153
DUNMORE,2529,148.03334045,-32.71666718
DUNOLLY,2330,151.16667175,-32.51666641
DUNOON,2480,153.31666565,-28.68333244
DUNS CREEK,2321,151.6499939,-32.59999847
DUNVILLE LOOP,2849,150.1166687,-32.90000153
DURAL,2158,151.02667236,-33.68166733
DURAL,2330,150.81666565,-32.57333374
DURAMANA,2795,149.56666565,-33.29999924
DURANBAH,2487,153.53334045,-28.29999924
DURI,2344,150.81666565,-31.21666718
DUROBY,2486,153.44999695,-28.23333359
DURRAN DURRA,2622,149.8833313,-35.29999924
DURRAS,2536,150.30000305,-35.66666794
DURRAS NORTH,2536,150.30166626,-35.63166809
DURREN DURREN,2259,151.3833313,-33.18333435
DUSODIE,2420,151.69999695,-32.25
DUVAL,2350,151.6499939,-30.48333359
DYERS CROSSING,2429,152.30000305,-32.08333206
DYRAABA,2470,152.8666687,-28.71666718
DYRAABA CENTRAL,2470,152.8666687,-28.71666718
DYRAABA CREEK,2470,152.81666565,-28.76666641
DYRRING,2330,151.25,-32.38333511
EAGLE VALE,2558,150.80000305,-34.03333282
EAGLETON,2324,151.75,-32.68333435
EARLWOOD,2206,151.1166687,-33.93333435
EAST ALBURY,2640,146.91667175,-36.08166504
EAST BALLINA,2478,153.58332825,-28.85000038
EAST BOWRAL,2576,150.44999695,-34.48333359
EAST BOYD TOWN,2551,149.91667175,-37.09999847
EAST BRANXTON,2335,151.21,32.391
EAST GOSFORD,2250,151.35166931,-33.43166733
EAST GRESFORD,2311,151.55000305,-32.43333435
EAST HILLS,2213,150.9833374,-33.95000076
EAST JINDABYNE,2627,148.69999695,-36.38333511
EAST KANGALOON,2576,150.56666565,-34.54999924
EAST KEMPSEY,2440,152.8500061,-31.06666756
EAST KILLARA,2071,151.17399597,-33.74399948
EAST KURRAJONG,2758,150.7666626,-33.5
EAST LINDFIELD,2070,151.19000244,-33.77000046
EAST LISMORE,2480,153.28334045,-28.81666756
EAST LYNNE,2536,150.2666626,-35.61666489
EAST MAITLAND,2323,151.56666565,-32.75
EAST RYDE,2113,151.1333313,-33.80666733
EAST SEAHAM,2324,151.7333374,-32.63333511
EAST SYDNEY,2010,151.21899414,-33.87900162
EAST TAMWORTH,2340,150.93333435,-31.08333397
EAST WAGGA WAGGA,2650,147.3999939,-35.13333511
EAST WARDELL,2477,153.46665955,-28.95000076
EASTERN CREEK,2766,150.8500061,-33.78333282
EASTGARDENS,2036,151.2250061,-33.94499969
EASTLAKES,2018,151.19999695,-33.93333435
EASTWOOD,2122,151.08332825,-33.78333282
EATONSVILLE,2460,152.81666565,-29.63333321
EBENEZER,2756,150.8666687,-33.53333282
EBOR,2453,152.3500061,-30.39999962
ECCLESTON,2311,151.4833374,-32.25
EDDERTON,2333,150.84500122,-32.3433342
EDEN,2551,149.8999939,-37.06666565
EDEN CREEK,2474,152.8999939,-28.56666756
EDENSOR PARK,2176,150.8666687,-33.86666489
EDENVILLE,2474,152.94999695,-28.68333244
EDGECLIFF,2027,151.2333374,-33.88333511
EDGEROI,2390,149.80000305,-30.11666679
EDGEWORTH,2285,151.6166687,-32.91666794
EDITH,2787,149.91667175,-33.79999924
EDMONDSON PARK,2174,150.8666687,-33.96666718
EDROM,2551,149.94999695,-37.13333511
EDWARDSTOWN,2722,148.08332825,-35.09999847
EENAWEENA,2824,147.56666565,-31.60000038
EGLINTON,2795,149.53334045,-33.38333511
EIGHTEEN MILE,2460,152.56666565,-29.26666641
ELANDS,2429,152.30000305,-31.63333321
ELANORA HEIGHTS,2101,151.2666626,-33.70000076
ELDERSLIE,2335,151.33332825,-32.59999847
ELDERSLIE,2570,150.71499634,-34.05333328
ELEEBANA,2282,151.6333313,-33
ELERMORE VALE,2287,151.66667175,-32.91666794
ELIZABETH BAY,2011,151.21665955,-33.86666489
ELIZABETH BEACH,2428,152.53334045,-32.31666565
ELLALONG,2325,151.33332825,-32.91666794
ELLAND,2460,152.8833313,-29.76666641
ELLANGOWAN,2470,153.08332825,-29.03333282
ELLENBOROUGH,2446,152.46665955,-31.45000076
ELLERSLIE,2729,147.93333435,-35.25
ELLERSTON,2337,151.31666565,-31.81666756
ELLIS LANE,2570,150.68333435,-34.01666641
ELONG ELONG,2831,149.0166626,-32.11666489
ELRINGTON,2325,151.43333435,-32.86666489
ELSMORE,2360,151.2666626,-29.79999924
ELTHAM,2480,153.3999939,-28.75
ELVINA BAY,2105,151.2666626,-33.63333511
EMERALD BEACH,2456,153.18333435,-30.16666603
EMERALD HILL,2380,150.1000061,-30.86666679
EMERTON,2770,150.80000305,-33.75
EMMAVILLE,2371,151.6000061,-29.45000076
EMPIRE BAY,2257,151.3500061,-33.48333359
EMPIRE VALE,2478,153.5166626,-28.91666603
EMU HEIGHTS,2750,150.6499939,-33.73333359
EMU PLAINS,2750,150.66667175,-33.75
ENFIELD,2136,151.09165955,-33.88999939
ENFIELD SOUTH,2133,151.08332825,-33.90000153
ENGADINE,2233,151.0166626,-34.06666565
ENMORE,2042,151.17666626,-33.9066658
ENMORE,2350,151.7333374,-30.71500015
ENMORE,2358,151.7333374,-30.71500015
ENNGONIA,2840,145.8500061,-29.31666756
ENVIRONA,2620,149.16667175,-35.40000153
EPPING,2121,151.08332825,-33.76666641
ERARING,2264,151.5166626,-33.06666565
EREMERANG,2877,146.41667175,-32.59999847
ERIGOLIA,2669,146.3500061,-33.84999847
ERIN VALE,2663,147.53334045,-34.66666794
ERINA,2250,151.3833313,-33.43333435
ERINA HEIGHTS,2260,151.41667175,-33.43333435
ERMINGTON,2115,151.06666565,-33.81666565
EROWAL BAY,2540,150.6499939,-35.09999847
ERROWANBANG,2791,149.05000305,-33.51666641
ERSKINE PARK,2759,150.7666626,-33.78333282
ERSKINEVILLE,2043,151.18333435,-33.90000153
ERUDGERE,2850,149.4833374,-32.54999924
ESCHOL,2830,148.6499939,-32.33333206
ESCHOL PARK,2558,150.80000305,-34.03333282
ESSINGTON,2795,149.68333435,-33.68333435
ESTELLA,2650,147.33332825,-35.04999924
ETTALONG BEACH,2257,151.33332825,-33.51666641
ETTAMOGAH,2640,146.9833374,-36
ETTRICK,2474,152.91667175,-28.66666603
EUABALONG,2877,146.46665955,-33.09999847
EUABALONG WEST,2877,146.3833313,-33.04999924
EUBERTA,2650,147.19999695,-35.04999924
EUCHAREENA,2866,149.08332825,-32.93333435
EUCUMBENE,2628,148.6000061,-36.13333511
EUGOWRA,2806,148.3666687,-33.41666794
EULAH CREEK,2390,149.94999695,-30.33333397
EULOMOGO,2830,148.66667175,-32.26666641
EUMUNGERIE,2831,148.6166687,-31.95000076
EUNGAI CREEK,2441,152.8833313,-30.83333397
EUNGAI CREEK,2441,152.88162231,-30.82206345
EUNGAI RAIL,2441,152.8999939,-30.85000038
EUNGELLA,2484,153.30000305,-28.35000038
EURATHA,2669,146.55166626,-33.88166809
EUREKA,2480,153.43333435,-28.68333244
EURIMBULA,2867,148.83332825,-32.84999847
EURIOWIE,2880,141.6000061,-31.35000038
EUROBODALLA,2545,149.96665955,-36.13333511
EUROKA,2440,150.2333374,-33.73333359
EURONGILLY,2663,147.80000305,-34.91666794
EURUNDEREE,2850,149.6000061,-32.5
EUSTON,2737,142.7333374,-34.58333206
EVANS HEAD,2473,153.43333435,-29.11666679
EVANS PLAINS,2795,149.5,-33.41666794
EVELEIGH,2008,151.19166565,-33.89500046
EVELEIGH,2015,151.19166565,-33.89500046
EVIRON,2484,153.4833374,-28.29999924
EWINGAR,2469,152.5,-29.06666756
EWINGSDALE,2481,153.55000305,-28.61666679
EXETER,2579,150.31666565,-34.61666489
EXMOUTH,2350,151.58332825,-30.38166618
FAILFORD,2430,152.45166016,-32.09833145
FAIRFIELD,2165,150.94999695,-33.86666489
FAIRFIELD EAST,2165,150.83332825,-33.87333298
FAIRFIELD HEIGHTS,2165,150.94166565,-33.86500168
FAIRFIELD WEST,2165,150.92666626,-33.86500168
FAIRHOLME,2871,147.3833313,-33.25
FAIRLIGHT,2094,151.2666626,-33.79999924
FAIRY HILL,2470,152.9833374,-28.78333282
FAIRY MEADOW,2519,150.8999939,-34.40000153
FAITHFULL,2700,146.6499939,-35
FALBROOK,2330,151.1333313,-32.40000153
FALCONER,2365,151.71665955,-30.16666603
FALLS CREEK,2540,150.58332825,-34.98333359
FAR MEADOW,2535,150.71665955,-34.79999924
FARLEY,2320,151.5166626,-32.73333359
FARMBOROUGH HEIGHTS,2526,150.81666565,-34.45000076
FARNHAM,2820,149.08332825,-32.83333206
FARRANTS HILL,2484,153.4833374,-28.31666756
FARRINGDON,2622,149.66667175,-35.5
FASSIFERN,2283,151.58332825,-32.98333359
FAULCONBRIDGE,2776,150.53334045,-33.70000076
FAULKLAND,2422,151.8833313,-32.04999924
FAWCETTS BASIN,2474,153.1000061,-28.45000076
FEDERAL,2480,153.44999695,-28.64999962
FENNELL BAY,2283,151.6000061,-33
FERN BAY,2295,151.78334045,-32.86666489
FERN GULLY,2330,151.19999695,-32.54999924
FERNANCES,2775,151,-33.20000076
FERNBANK CREEK,2444,152.83332825,-31.41666603
FERNBROOK,2453,152.58332825,-30.35000038
FERNHILL,2519,150.8833313,-34.36666489
FERNLEIGH,2479,153.5,-28.76666641
FERNMOUNT,2454,152.93333435,-30.46666718
FERNSIDE,2480,153.16667175,-28.76666641
FERNVALE,2484,153.41667175,-28.35000038
FERODALE,2318,151.8500061,-32.66666794
FIDDLETOWN,2159,151.05000305,-33.59999847
FIFIELD,2875,147.46665955,-32.79999924
FIGTREE,2525,150.8500061,-34.43333435
FINE FLOWER,2460,152.66667175,-29.36666679
FINGAL BAY,2315,152.16667175,-32.75
FINGAL HEAD,2487,153.56666565,-28.20000076
FINGER POST,2820,148.8833313,-32.58333206
FINLEY,2713,145.56666565,-35.63333511
FIREFLY,2429,152.25,-32.08333206
FISH RIVER,2581,149.96665955,-33.59999847
FISHERMANS BAY,2316,152.08332825,-32.78333282
FISHERMANS PARADISE,2539,150.43333435,-35.21666718
FISHERMANS REACH,2441,152.9833374,-30.85000038
FISHERS HILL,2421,151.53334045,-32.48333359
